,symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-L/100km,highway-L/100km,price,horsepower-binned,diesel,gas,aspiration-std,aspiration-turbo
99,0,108,nissan,four,wagon,fwd,front,100.4,0.6492537313432836,0.52991452991453,56.1,3296,ohcv,six,181,mpfi,3.43,3.27,9.0,152.0,5200.0,13.823529411764707,10.681818181818182,14399.0,Medium,0,1,1,0
100,0,108,nissan,four,sedan,fwd,front,100.4,0.6492537313432836,0.52991452991453,55.1,3060,ohcv,six,181,mpfi,3.43,3.27,9.0,152.0,5200.0,12.368421052631579,9.4,13499.0,Medium,0,1,1,0
101,3,194,nissan,two,hatchback,rwd,front,91.3,0.4417910447761193,0.6495726495726502,49.7,3071,ohcv,six,181,mpfi,3.43,3.27,9.0,160.0,5200.0,12.368421052631579,9.4,17199.0,High,0,1,1,0
102,3,194,nissan,two,hatchback,rwd,front,91.3,0.4417910447761193,0.6495726495726502,49.7,3139,ohcv,six,181,mpfi,3.43,3.27,7.8,200.0,5200.0,13.823529411764707,10.217391304347826,19699.0,High,0,1,0,1
103,1,231,nissan,two,hatchback,rwd,front,99.2,0.5582089552238807,0.6495726495726502,49.7,3139,ohcv,six,181,mpfi,3.43,3.27,9.0,160.0,5200.0,12.368421052631579,9.4,18399.0,High,0,1,1,0
104,0,161,peugot,four,sedan,rwd,front,107.9,0.6805970149253731,0.6923076923076928,56.7,3020,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,12.368421052631579,9.791666666666666,11900.0,Low,0,1,1,0
105,0,161,peugot,four,sedan,rwd,front,107.9,0.6805970149253731,0.6923076923076928,56.7,3197,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,8.392857142857142,7.121212121212121,13200.0,Low,1,0,0,1
106,0,122,peugot,four,wagon,rwd,front,114.2,0.8626865671641792,0.6923076923076928,58.7,3230,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,12.368421052631579,9.791666666666666,12440.0,Low,0,1,1,0
107,0,122,peugot,four,wagon,rwd,front,114.2,0.8626865671641792,0.6923076923076928,58.7,3430,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,9.4,9.4,13860.0,Low,1,0,0,1
108,0,161,peugot,four,sedan,rwd,front,107.9,0.6805970149253731,0.6923076923076928,56.7,3075,l,four,120,mpfi,3.46,2.19,8.4,95.0,5000.0,12.368421052631579,9.791666666666666,15580.0,Low,0,1,1,0
109,0,161,peugot,four,sedan,rwd,front,107.9,0.6805970149253731,0.6923076923076928,56.7,3252,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,8.392857142857142,7.121212121212121,16900.0,Low,1,0,0,1
110,0,122,peugot,four,wagon,rwd,front,114.2,0.8626865671641792,0.6923076923076928,56.7,3285,l,four,120,mpfi,3.46,2.19,8.4,95.0,5000.0,12.368421052631579,9.791666666666666,16695.0,Low,0,1,1,0
111,0,122,peugot,four,wagon,rwd,front,114.2,0.8626865671641792,0.6923076923076928,58.7,3485,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,9.4,9.4,17075.0,Low,1,0,0,1
112,0,161,peugot,four,sedan,rwd,front,107.9,0.6805970149253731,0.6923076923076928,56.7,3075,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,12.368421052631579,9.791666666666666,16630.0,Low,0,1,1,0
113,0,161,peugot,four,sedan,rwd,front,107.9,0.6805970149253731,0.6923076923076928,56.7,3252,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,8.392857142857142,7.121212121212121,17950.0,Low,1,0,0,1
114,0,161,peugot,four,sedan,rwd,front,108.0,0.6805970149253731,0.6837606837606836,56.0,3130,l,four,134,mpfi,3.61,3.21,7.0,142.0,5600.0,13.055555555555555,9.791666666666666,18150.0,Medium,0,1,0,1
115,1,119,plymouth,two,hatchback,fwd,front,93.7,0.24179104477611965,0.2991452991452991,50.8,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,6.351351351351352,5.7317073170731705,5572.0,Low,0,1,1,0
116,1,119,plymouth,two,hatchback,fwd,front,93.7,0.24179104477611965,0.2991452991452991,50.8,2128,ohc,four,98,spdi,3.03,3.39,7.6,102.0,5500.0,9.791666666666666,7.833333333333333,7957.0,Medium,0,1,0,1
117,1,154,plymouth,four,hatchback,fwd,front,93.7,0.24179104477611965,0.2991452991452991,50.6,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,7.580645161290323,6.184210526315789,6229.0,Low,0,1,1,0
118,1,154,plymouth,four,sedan,fwd,front,93.7,0.39104477611940325,0.2991452991452991,50.8,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,7.580645161290323,6.184210526315789,6692.0,Low,0,1,1,0
119,1,154,plymouth,four,sedan,fwd,front,93.7,0.39104477611940325,0.2991452991452991,50.8,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68.0,5500.0,7.580645161290323,6.184210526315789,7609.0,Low,0,1,1,0
120,-1,74,plymouth,four,wagon,fwd,front,103.3,0.5,0.3675213675213672,59.8,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000.0,9.791666666666666,7.833333333333333,8921.0,Low,0,1,1,0
121,3,122,plymouth,two,hatchback,rwd,front,95.9,0.4791044776119402,0.5128205128205127,50.2,2818,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000.0,12.368421052631579,9.791666666666666,12764.0,Medium,0,1,0,1
122,3,186,porsche,two,hatchback,rwd,front,94.5,0.41492537313432853,0.6837606837606836,50.2,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143.0,5500.0,12.368421052631579,8.703703703703704,22018.0,Medium,0,1,1,0
123,3,122,porsche,two,hardtop,rwd,rear,89.5,0.41492537313432853,0.40170940170940184,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,13.823529411764707,9.4,32528.0,High,0,1,1,0
124,3,122,porsche,two,hardtop,rwd,rear,89.5,0.41492537313432853,0.40170940170940184,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,13.823529411764707,9.4,34028.0,High,0,1,1,0
125,3,122,porsche,two,convertible,rwd,rear,89.5,0.41492537313432853,0.40170940170940184,51.6,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,13.823529411764707,9.4,37028.0,High,0,1,1,0
126,0,122,renault,four,wagon,fwd,front,96.1,0.6029850746268658,0.52991452991453,55.2,2579,ohc,four,132,mpfi,3.46,3.9,8.7,103.39698492462311,5117.587939698493,10.217391304347826,7.580645161290323,9295.0,Medium,0,1,1,0
127,2,122,renault,two,hatchback,fwd,front,96.1,0.5328358208955226,0.5384615384615381,50.5,2460,ohc,four,132,mpfi,3.46,3.9,8.7,103.39698492462311,5117.587939698493,10.217391304347826,7.580645161290323,9895.0,Medium,0,1,1,0
128,3,150,saab,two,hatchback,fwd,front,99.1,0.6791044776119403,0.52991452991453,56.1,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110.0,5250.0,11.19047619047619,8.392857142857142,11850.0,Medium,0,1,1,0
129,2,104,saab,four,sedan,fwd,front,99.1,0.6791044776119403,0.52991452991453,56.1,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,11.19047619047619,8.392857142857142,12170.0,Medium,0,1,1,0
130,3,150,saab,two,hatchback,fwd,front,99.1,0.6791044776119403,0.52991452991453,56.1,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110.0,5250.0,11.19047619047619,8.392857142857142,15040.0,Medium,0,1,1,0
131,2,104,saab,four,sedan,fwd,front,99.1,0.6791044776119403,0.52991452991453,56.1,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,11.19047619047619,8.392857142857142,15510.0,Medium,0,1,1,0
132,3,150,saab,two,hatchback,fwd,front,99.1,0.6791044776119403,0.52991452991453,56.1,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,12.368421052631579,9.038461538461538,18150.0,High,0,1,0,1
133,2,104,saab,four,sedan,fwd,front,99.1,0.6791044776119403,0.52991452991453,56.1,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,12.368421052631579,9.038461538461538,18620.0,High,0,1,0,1
134,2,83,subaru,two,hatchback,fwd,front,93.7,0.23582089552238822,0.264957264957265,53.7,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69.0,4900.0,7.580645161290323,6.527777777777778,5118.0,Low,0,1,1,0
135,2,83,subaru,two,hatchback,fwd,front,93.7,0.25074626865671656,0.2820512820512823,53.7,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,9.038461538461538,7.580645161290323,7053.0,Low,0,1,1,0
136,2,83,subaru,two,hatchback,4wd,front,93.3,0.24179104477611965,0.2991452991452991,55.7,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,9.038461538461538,7.580645161290323,7603.0,Low,0,1,1,0
137,0,102,subaru,four,sedan,fwd,front,97.2,0.46119402985074637,0.4358974358974365,52.5,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4800.0,7.34375,6.351351351351352,7126.0,Low,0,1,1,0
138,0,102,subaru,four,sedan,fwd,front,97.2,0.46119402985074637,0.4358974358974365,52.5,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4400.0,8.392857142857142,7.121212121212121,7775.0,Low,0,1,1,0
139,0,102,subaru,four,sedan,fwd,front,97.2,0.46119402985074637,0.4358974358974365,52.5,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,9.038461538461538,7.34375,9960.0,Low,0,1,1,0
140,0,102,subaru,four,sedan,4wd,front,97.0,0.46119402985074637,0.4358974358974365,54.3,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,9.791666666666666,9.4,9233.0,Low,0,1,1,0
141,0,102,subaru,four,sedan,4wd,front,97.0,0.46119402985074637,0.4358974358974365,54.3,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,9.791666666666666,8.10344827586207,11259.0,Medium,0,1,0,1
142,0,89,subaru,four,wagon,fwd,front,97.0,0.4835820895522389,0.4358974358974365,53.0,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,8.392857142857142,7.34375,7463.0,Low,0,1,1,0
143,0,89,subaru,four,wagon,fwd,front,97.0,0.4835820895522389,0.4358974358974365,53.0,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,9.4,7.580645161290323,10198.0,Low,0,1,1,0
144,0,85,subaru,four,wagon,4wd,front,96.9,0.48507462686567165,0.4358974358974365,54.9,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,10.217391304347826,8.10344827586207,8013.0,Low,0,1,1,0
145,0,85,subaru,four,wagon,4wd,front,96.9,0.48507462686567165,0.4358974358974365,54.9,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,10.217391304347826,10.217391304347826,11694.0,Medium,0,1,0,1
146,1,87,toyota,two,hatchback,fwd,front,95.7,0.26268656716417904,0.2820512820512823,54.5,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,6.714285714285714,6.0256410256410255,5348.0,Low,0,1,1,0
147,1,87,toyota,two,hatchback,fwd,front,95.7,0.26268656716417904,0.2820512820512823,54.5,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,7.580645161290323,6.184210526315789,6338.0,Low,0,1,1,0
148,1,74,toyota,four,hatchback,fwd,front,95.7,0.26268656716417904,0.2820512820512823,54.5,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,7.580645161290323,6.184210526315789,6488.0,Low,0,1,1,0
149,0,77,toyota,four,wagon,fwd,front,95.7,0.42686567164179096,0.2820512820512823,59.1,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,7.580645161290323,6.351351351351352,6918.0,Low,0,1,1,0
150,0,81,toyota,four,wagon,4wd,front,95.7,0.42686567164179096,0.2820512820512823,59.1,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,8.703703703703704,7.34375,7898.0,Low,0,1,1,0
151,0,91,toyota,four,wagon,4wd,front,95.7,0.42686567164179096,0.2820512820512823,59.1,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,8.703703703703704,7.34375,8778.0,Low,0,1,1,0
152,0,91,toyota,four,sedan,fwd,front,95.7,0.3761194029850749,0.35042735042735107,53.0,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,7.833333333333333,6.351351351351352,6938.0,Low,0,1,1,0
153,0,91,toyota,four,hatchback,fwd,front,95.7,0.3761194029850749,0.35042735042735107,52.8,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,7.833333333333333,6.351351351351352,7198.0,Low,0,1,1,0
154,0,91,toyota,four,sedan,fwd,front,95.7,0.3761194029850749,0.35042735042735107,53.0,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,6.911764705882353,6.527777777777778,7898.0,Low,1,0,1,0
155,0,91,toyota,four,hatchback,fwd,front,95.7,0.3761194029850749,0.35042735042735107,52.8,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,6.184210526315789,5.0,7788.0,Low,1,0,1,0
156,0,91,toyota,four,sedan,fwd,front,95.7,0.3761194029850749,0.35042735042735107,53.0,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,6.184210526315789,5.0,7738.0,Low,0,1,1,0
157,0,91,toyota,four,hatchback,fwd,front,95.7,0.3761194029850749,0.35042735042735107,52.8,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8.392857142857142,6.911764705882353,8358.0,Low,0,1,1,0
158,0,91,toyota,four,sedan,fwd,front,95.7,0.3761194029850749,0.35042735042735107,52.8,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8.392857142857142,6.911764705882353,9258.0,Low,0,1,1,0
159,1,168,toyota,two,sedan,rwd,front,94.5,0.4119402985074626,0.3162393162393164,52.6,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8.10344827586207,6.911764705882353,8058.0,Low,0,1,1,0
160,1,168,toyota,two,hatchback,rwd,front,94.5,0.4119402985074626,0.3162393162393164,52.6,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8.10344827586207,6.911764705882353,8238.0,Low,0,1,1,0
161,1,168,toyota,two,sedan,rwd,front,94.5,0.4119402985074626,0.3162393162393164,52.6,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,9.038461538461538,8.10344827586207,9298.0,Medium,0,1,1,0
162,1,168,toyota,two,hatchback,rwd,front,94.5,0.4119402985074626,0.3162393162393164,52.6,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,9.038461538461538,8.10344827586207,9538.0,Medium,0,1,1,0
163,2,134,toyota,two,hardtop,rwd,front,98.4,0.5238805970149253,0.45299145299145266,52.0,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,7.833333333333333,8449.0,Medium,0,1,1,0
164,2,134,toyota,two,hardtop,rwd,front,98.4,0.5238805970149253,0.45299145299145266,52.0,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,7.833333333333333,9639.0,Medium,0,1,1,0
165,2,134,toyota,two,hatchback,rwd,front,98.4,0.5238805970149253,0.45299145299145266,52.0,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,7.833333333333333,9989.0,Medium,0,1,1,0
166,2,134,toyota,two,hardtop,rwd,front,98.4,0.5238805970149253,0.45299145299145266,52.0,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,7.833333333333333,11199.0,Medium,0,1,1,0
167,2,134,toyota,two,hatchback,rwd,front,98.4,0.5238805970149253,0.45299145299145266,52.0,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,7.833333333333333,11549.0,Medium,0,1,1,0
168,2,134,toyota,two,convertible,rwd,front,98.4,0.5238805970149253,0.45299145299145266,53.0,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,7.833333333333333,17669.0,Medium,0,1,1,0
169,-1,65,toyota,four,sedan,fwd,front,102.4,0.5149253731343284,0.52991452991453,54.9,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,8.10344827586207,6.911764705882353,8948.0,Low,0,1,1,0
170,-1,65,toyota,four,sedan,fwd,front,102.4,0.5149253731343284,0.52991452991453,54.9,2480,ohc,four,110,idi,3.27,3.35,22.5,73.0,4500.0,7.833333333333333,7.121212121212121,10698.0,Low,1,0,0,1
171,-1,65,toyota,four,hatchback,fwd,front,102.4,0.5149253731343284,0.52991452991453,53.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,8.703703703703704,7.34375,9988.0,Low,0,1,1,0
172,-1,65,toyota,four,sedan,fwd,front,102.4,0.5149253731343284,0.52991452991453,54.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,8.703703703703704,7.34375,10898.0,Low,0,1,1,0
173,-1,65,toyota,four,hatchback,fwd,front,102.4,0.5149253731343284,0.52991452991453,53.9,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,8.703703703703704,7.34375,11248.0,Low,0,1,1,0
174,3,197,toyota,two,hatchback,rwd,front,102.9,0.6328358208955225,0.6324786324786328,52.0,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,11.75,9.791666666666666,16558.0,High,0,1,1,0
175,3,197,toyota,two,hatchback,rwd,front,102.9,0.6328358208955225,0.6324786324786328,52.0,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,12.368421052631579,9.791666666666666,15998.0,High,0,1,1,0
176,-1,90,toyota,four,sedan,rwd,front,104.5,0.6970149253731346,0.52991452991453,54.1,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156.0,5200.0,11.75,9.791666666666666,15690.0,High,0,1,1,0
177,-1,122,toyota,four,wagon,rwd,front,104.5,0.6970149253731346,0.52991452991453,54.1,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156.0,5200.0,12.368421052631579,9.791666666666666,15750.0,High,0,1,1,0
178,2,122,volkswagen,two,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,55.7,2261,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,6.351351351351352,5.108695652173913,7775.0,Low,1,0,1,0
179,2,122,volkswagen,two,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,55.7,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,8.703703703703704,6.911764705882353,7975.0,Low,0,1,1,0
180,2,94,volkswagen,four,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,55.7,2264,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,6.351351351351352,5.108695652173913,7995.0,Low,1,0,1,0
181,2,94,volkswagen,four,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,55.7,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,8.703703703703704,6.911764705882353,8195.0,Low,0,1,1,0
182,2,94,volkswagen,four,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,55.7,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,8.703703703703704,6.911764705882353,8495.0,Low,0,1,1,0
183,2,94,volkswagen,four,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,55.7,2319,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,6.351351351351352,5.595238095238095,9495.0,Low,1,0,0,1
184,2,94,volkswagen,four,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,55.7,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100.0,5500.0,9.038461538461538,7.34375,9995.0,Low,0,1,1,0
185,3,122,volkswagen,two,convertible,fwd,front,94.5,0.27164179104477637,0.33333333333333376,55.6,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,9.791666666666666,8.10344827586207,11595.0,Low,0,1,1,0
186,3,256,volkswagen,two,hatchback,fwd,front,94.5,0.3671641791044775,0.3162393162393164,51.4,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,9.791666666666666,8.10344827586207,9980.0,Low,0,1,1,0
187,0,122,volkswagen,four,sedan,fwd,front,100.4,0.5835820895522387,0.5641025641025647,55.1,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,5500.0,12.368421052631579,9.791666666666666,13295.0,Medium,0,1,1,0
188,0,122,volkswagen,four,sedan,fwd,front,100.4,0.5835820895522387,0.5641025641025647,55.1,2579,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,7.121212121212121,6.184210526315789,13845.0,Low,1,0,0,1
189,0,122,volkswagen,four,wagon,fwd,front,100.4,0.6268656716417911,0.5641025641025647,55.1,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88.0,5500.0,9.4,7.580645161290323,12290.0,Low,0,1,1,0
190,-2,103,volvo,four,sedan,rwd,front,104.3,0.711940298507463,0.5897435897435901,56.2,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,10.217391304347826,8.392857142857142,12940.0,Medium,0,1,1,0
191,-1,74,volvo,four,wagon,rwd,front,104.3,0.711940298507463,0.5897435897435901,57.5,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,10.217391304347826,8.392857142857142,13415.0,Medium,0,1,1,0
192,-2,103,volvo,four,sedan,rwd,front,104.3,0.711940298507463,0.5897435897435901,56.2,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,9.791666666666666,8.392857142857142,15985.0,Medium,0,1,1,0
193,-1,74,volvo,four,wagon,rwd,front,104.3,0.711940298507463,0.5897435897435901,57.5,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,9.791666666666666,8.392857142857142,16515.0,Medium,0,1,1,0
194,-2,103,volvo,four,sedan,rwd,front,104.3,0.711940298507463,0.5897435897435901,56.2,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,13.823529411764707,10.681818181818182,18420.0,High,0,1,0,1
195,-1,74,volvo,four,wagon,rwd,front,104.3,0.711940298507463,0.5897435897435901,57.5,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,13.823529411764707,10.681818181818182,18950.0,High,0,1,0,1
196,-1,95,volvo,four,sedan,rwd,front,109.1,0.711940298507463,0.7350427350427355,55.5,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,10.217391304347826,8.392857142857142,16845.0,Medium,0,1,1,0
197,-1,95,volvo,four,sedan,rwd,front,109.1,0.711940298507463,0.7264957264957264,55.5,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160.0,5300.0,12.368421052631579,9.4,19045.0,High,0,1,0,1
198,-1,95,volvo,four,sedan,rwd,front,109.1,0.711940298507463,0.7350427350427355,55.5,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134.0,5500.0,13.055555555555555,10.217391304347826,21485.0,Medium,0,1,1,0
199,-1,95,volvo,four,sedan,rwd,front,109.1,0.711940298507463,0.7350427350427355,55.5,3217,ohc,six,145,idi,3.01,3.4,23.0,106.0,4800.0,9.038461538461538,8.703703703703704,22470.0,Medium,1,0,0,1
200,-1,95,volvo,four,sedan,rwd,front,109.1,0.711940298507463,0.7350427350427355,55.5,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,12.368421052631579,9.4,22625.0,Medium,0,1,0,1
